key;app;id;idversion_init;idversion_end;file;begin_line;end_line;rule;ruleset;package;class;function;priority;violation;violation_nonumbers;version_init;version_end;date_init;date_end;diff;censored
7974;openemr;14089;17;21;interface\modules\zend_modules\library\Zend\Di\Definition\RuntimeDefinition.php;203;317;ExcessiveMethodLength;Code Size Rules;Zend\Di\Definition;RuntimeDefinition;;3;The method processClass() has 115 lines of code. Current threshold is set to 100. Avoid really long methods.;The method processClass() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7975;openemr;14109;17;21;interface\modules\zend_modules\library\Zend\Di\Di.php;553;841;ExcessiveMethodLength;Code Size Rules;Zend\Di;Di;;3;The method resolveMethodParameters() has 289 lines of code. Current threshold is set to 100. Avoid really long methods.;The method resolveMethodParameters() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7976;openemr;14136;17;21;interface\modules\zend_modules\library\Zend\Di\ServiceLocator\Generator.php;83;281;ExcessiveMethodLength;Code Size Rules;Zend\Di\ServiceLocator;Generator;;3;The method getCodeGenerator() has 199 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getCodeGenerator() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7977;openemr;14335;17;21;interface\modules\zend_modules\library\Zend\Feed\Reader\Reader.php;411;525;ExcessiveMethodLength;Code Size Rules;Zend\Feed\Reader;Reader;;3;The method detectType() has 115 lines of code. Current threshold is set to 100. Avoid really long methods.;The method detectType() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7978;openemr;14425;17;21;interface\modules\zend_modules\library\Zend\Feed\Writer\Renderer\Feed\Rss.php;299;403;ExcessiveMethodLength;Code Size Rules;Zend\Feed\Writer\Renderer\Feed;Rss;;3;The method _setImage() has 105 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _setImage() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7979;openemr;14433;17;21;interface\modules\zend_modules\library\Zend\File\ClassFileLocator.php;58;160;ExcessiveMethodLength;Code Size Rules;Zend\File;ClassFileLocator;;3;The method accept() has 103 lines of code. Current threshold is set to 100. Avoid really long methods.;The method accept() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7980;openemr;14494;17;21;interface\modules\zend_modules\library\Zend\Filter\Boolean.php;196;296;ExcessiveMethodLength;Code Size Rules;Zend\Filter;Boolean;;3;The method filter() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method filter() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7981;openemr;14674;17;20;interface\modules\zend_modules\library\Zend\Form\View\Helper\FormElement.php;44;216;ExcessiveMethodLength;Code Size Rules;Zend\Form\View\Helper;FormElement;;3;The method render() has 173 lines of code. Current threshold is set to 100. Avoid really long methods.;The method render() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;4_2_2;2014-12-21;2016-05-18;514;1
7982;openemr;14692;17;21;interface\modules\zend_modules\library\Zend\Form\View\Helper\FormRow.php;117;220;ExcessiveMethodLength;Code Size Rules;Zend\Form\View\Helper;FormRow;;3;The method render() has 104 lines of code. Current threshold is set to 100. Avoid really long methods.;The method render() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7983;openemr;14724;17;21;interface\modules\zend_modules\library\Zend\Http\Client.php;810;972;ExcessiveMethodLength;Code Size Rules;Zend\Http;Client;;3;The method send() has 163 lines of code. Current threshold is set to 100. Avoid really long methods.;The method send() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7984;openemr;14749;17;21;interface\modules\zend_modules\library\Zend\Http\Client\Adapter\Curl.php;247;453;ExcessiveMethodLength;Code Size Rules;Zend\Http\Client\Adapter;Curl;;3;The method write() has 207 lines of code. Current threshold is set to 100. Avoid really long methods.;The method write() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7985;openemr;14768;17;21;interface\modules\zend_modules\library\Zend\Http\Client\Adapter\Socket.php;184;314;ExcessiveMethodLength;Code Size Rules;Zend\Http\Client\Adapter;Socket;;3;The method connect() has 131 lines of code. Current threshold is set to 100. Avoid really long methods.;The method connect() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7986;openemr;14779;17;21;interface\modules\zend_modules\library\Zend\Http\Client\Adapter\Socket.php;383;557;ExcessiveMethodLength;Code Size Rules;Zend\Http\Client\Adapter;Socket;;3;The method read() has 175 lines of code. Current threshold is set to 100. Avoid really long methods.;The method read() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7987;openemr;14907;17;21;interface\modules\zend_modules\library\Zend\Http\PhpEnvironment\Request.php;199;320;ExcessiveMethodLength;Code Size Rules;Zend\Http\PhpEnvironment;Request;;3;The method setServer() has 122 lines of code. Current threshold is set to 100. Avoid really long methods.;The method setServer() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7988;openemr;14948;17;21;interface\modules\zend_modules\library\Zend\I18n\Translator\Loader\Gettext.php;45;156;ExcessiveMethodLength;Code Size Rules;Zend\I18n\Translator\Loader;Gettext;;3;The method load() has 112 lines of code. Current threshold is set to 100. Avoid really long methods.;The method load() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7989;openemr;14974;17;21;interface\modules\zend_modules\library\Zend\I18n\Translator\Translator.php;115;232;ExcessiveMethodLength;Code Size Rules;Zend\I18n\Translator;Translator;;3;The method factory() has 118 lines of code. Current threshold is set to 100. Avoid really long methods.;The method factory() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7990;openemr;15015;17;20;interface\modules\zend_modules\library\Zend\InputFilter\BaseInputFilter.php;180;322;ExcessiveMethodLength;Code Size Rules;Zend\InputFilter;BaseInputFilter;;3;The method validateInputs() has 143 lines of code. Current threshold is set to 100. Avoid really long methods.;The method validateInputs() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;4_2_2;2014-12-21;2016-05-18;514;1
7991;openemr;15027;17;21;interface\modules\zend_modules\library\Zend\InputFilter\Factory.php;152;263;ExcessiveMethodLength;Code Size Rules;Zend\InputFilter;Factory;;3;The method createInput() has 112 lines of code. Current threshold is set to 100. Avoid really long methods.;The method createInput() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7992;openemr;15041;17;21;interface\modules\zend_modules\library\Zend\Json\Decoder.php;290;437;ExcessiveMethodLength;Code Size Rules;Zend\Json;Decoder;;3;The method _getNextToken() has 148 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _getNextToken() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7993;openemr;15148;17;21;interface\modules\zend_modules\library\Zend\Ldap\Converter\Converter.php;241;355;ExcessiveMethodLength;Code Size Rules;Zend\Ldap\Converter;Converter;;3;The method fromLdapDateTime() has 115 lines of code. Current threshold is set to 100. Avoid really long methods.;The method fromLdapDateTime() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7994;openemr;15700;17;21;interface\modules\zend_modules\library\Zend\Mvc\Controller\AbstractRestfulController.php;311;440;ExcessiveMethodLength;Code Size Rules;Zend\Mvc\Controller;AbstractRestfulController;;3;The method onDispatch() has 130 lines of code. Current threshold is set to 100. Avoid really long methods.;The method onDispatch() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7995;openemr;15748;17;20;interface\modules\zend_modules\library\Zend\Mvc\Router\Console\Simple.php;183;525;ExcessiveMethodLength;Code Size Rules;Zend\Mvc\Router\Console;Simple;;3;The method parseRouteDefinition() has 343 lines of code. Current threshold is set to 100. Avoid really long methods.;The method parseRouteDefinition() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;4_2_2;2014-12-21;2016-05-18;514;1
7996;openemr;15753;17;20;interface\modules\zend_modules\library\Zend\Mvc\Router\Console\Simple.php;535;814;ExcessiveMethodLength;Code Size Rules;Zend\Mvc\Router\Console;Simple;;3;The method match() has 280 lines of code. Current threshold is set to 100. Avoid really long methods.;The method match() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;4_2_2;2014-12-21;2016-05-18;514;1
7997;openemr;15822;17;21;interface\modules\zend_modules\library\Zend\Mvc\View\Console\ExceptionStrategy.php;158;266;ExcessiveMethodLength;Code Size Rules;Zend\Mvc\View\Console;ExceptionStrategy;;3;The method prepareExceptionViewModel() has 109 lines of code. Current threshold is set to 100. Avoid really long methods.;The method prepareExceptionViewModel() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7998;openemr;15836;17;21;interface\modules\zend_modules\library\Zend\Mvc\View\Console\RouteNotFoundStrategy.php;235;372;ExcessiveMethodLength;Code Size Rules;Zend\Mvc\View\Console;RouteNotFoundStrategy;;3;The method getConsoleUsage() has 138 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getConsoleUsage() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
7999;openemr;15937;17;21;interface\modules\zend_modules\library\Zend\Permissions\Acl\Acl.php;525;662;ExcessiveMethodLength;Code Size Rules;Zend\Permissions\Acl;Acl;;3;The method setRule() has 138 lines of code. Current threshold is set to 100. Avoid really long methods.;The method setRule() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8000;openemr;16010;17;21;interface\modules\zend_modules\library\Zend\Serializer\Adapter\PythonPickle.php;587;710;ExcessiveMethodLength;Code Size Rules;Zend\Serializer\Adapter;PythonPickle;;3;The method load() has 124 lines of code. Current threshold is set to 100. Avoid really long methods.;The method load() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8001;openemr;16173;17;21;interface\modules\zend_modules\library\Zend\Soap\AutoDiscover.php;442;566;ExcessiveMethodLength;Code Size Rules;Zend\Soap;AutoDiscover;;3;The method _addFunctionToWsdl() has 125 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _addFunctionToWsdl() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8002;openemr;16184;17;21;interface\modules\zend_modules\library\Zend\Soap\Client.php;166;285;ExcessiveMethodLength;Code Size Rules;Zend\Soap;Client;;3;The method setOptions() has 120 lines of code. Current threshold is set to 100. Avoid really long methods.;The method setOptions() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8003;openemr;16313;17;21;interface\modules\zend_modules\library\Zend\Text\Figlet\Figlet.php;407;524;ExcessiveMethodLength;Code Size Rules;Zend\Text\Figlet;Figlet;;3;The method render() has 118 lines of code. Current threshold is set to 100. Avoid really long methods.;The method render() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8004;openemr;16325;17;21;interface\modules\zend_modules\library\Zend\Text\Figlet\Figlet.php;824;938;ExcessiveMethodLength;Code Size Rules;Zend\Text\Figlet;Figlet;;3;The method _smushem() has 115 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _smushem() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8005;openemr;16329;17;21;interface\modules\zend_modules\library\Zend\Text\Figlet\Figlet.php;950;1093;ExcessiveMethodLength;Code Size Rules;Zend\Text\Figlet;Figlet;;3;The method _loadFont() has 144 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _loadFont() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8006;openemr;16350;17;21;interface\modules\zend_modules\library\Zend\Text\Table\Table.php;344;494;ExcessiveMethodLength;Code Size Rules;Zend\Text\Table;Table;;3;The method render() has 151 lines of code. Current threshold is set to 100. Avoid really long methods.;The method render() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8007;openemr;16392;17;21;interface\modules\zend_modules\library\Zend\Validator\Barcode\Code128.php;201;302;ExcessiveMethodLength;Code Size Rules;Zend\Validator\Barcode;Code128;;3;The method code128() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method code() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8008;openemr;16515;17;21;interface\modules\zend_modules\library\Zend\Validator\Hostname.php;446;627;ExcessiveMethodLength;Code Size Rules;Zend\Validator;Hostname;;3;The method isValid() has 182 lines of code. Current threshold is set to 100. Avoid really long methods.;The method isValid() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8009;openemr;16545;17;21;interface\modules\zend_modules\library\Zend\Validator\NotEmpty.php;156;277;ExcessiveMethodLength;Code Size Rules;Zend\Validator;NotEmpty;;3;The method isValid() has 122 lines of code. Current threshold is set to 100. Avoid really long methods.;The method isValid() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8010;openemr;16666;17;21;interface\modules\zend_modules\library\Zend\View\Helper\Navigation\Menu.php;238;353;ExcessiveMethodLength;Code Size Rules;Zend\View\Helper\Navigation;Menu;;3;The method renderNormalMenu() has 116 lines of code. Current threshold is set to 100. Avoid really long methods.;The method renderNormalMenu() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8011;openemr;16684;17;21;interface\modules\zend_modules\library\Zend\View\Helper\Navigation\Sitemap.php;134;261;ExcessiveMethodLength;Code Size Rules;Zend\View\Helper\Navigation;Sitemap;;3;The method getDomSitemap() has 128 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getDomSitemap() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;5_0_0;2014-12-21;2017-02-14;786;1
8012;openemr;16812;17;0;interface\modules\zend_modules\module\Acl\src\Acl\Controller\AclController.php;131;245;ExcessiveMethodLength;Code Size Rules;Acl\Controller;AclController;;3;The method ajaxAction() has 115 lines of code. Current threshold is set to 100. Avoid really long methods.;The method ajaxAction() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;;2014-12-21;2019-10-11;1755;0
8013;openemr;16895;17;0;interface\orders\receive_hl7_results.inc.php;209;627;ExcessiveMethodLength;Code Size Rules;OpenEMR;;receive_hl7_results;3;The function receive_hl7_results() has 419 lines of code. Current threshold is set to 100. Avoid really long methods.;The function receive_hl_results() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;;2014-12-21;2019-10-11;1755;0
8014;openemr;16898;17;0;interface\orders\receive_hl7_results.inc.php;645;811;ExcessiveMethodLength;Code Size Rules;OpenEMR;;poll_hl7_results;3;The function poll_hl7_results() has 167 lines of code. Current threshold is set to 100. Avoid really long methods.;The function poll_hl_results() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;;2014-12-21;2019-10-11;1755;0
8015;openemr;16905;17;0;interface\patient_file\download_template.php;95;257;ExcessiveMethodLength;Code Size Rules;OpenEMR;;doSubs;3;The function doSubs() has 163 lines of code. Current threshold is set to 100. Avoid really long methods.;The function doSubs() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;;2014-12-21;2019-10-11;1755;0
8016;openemr;16911;17;0;interface\super\edit_layout.php;409;744;ExcessiveMethodLength;Code Size Rules;OpenEMR;;writeFieldLine;3;The function writeFieldLine() has 336 lines of code. Current threshold is set to 100. Avoid really long methods.;The function writeFieldLine() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;;2014-12-21;2019-10-11;1755;0
8017;openemr;16934;17;0;library\classes\Document.class.php;496;603;ExcessiveMethodLength;Code Size Rules;#NAME?;Document;;3;The method createDocument() has 108 lines of code. Current threshold is set to 100. Avoid really long methods.;The method createDocument() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;;2014-12-21;2019-10-11;1755;0
8018;openemr;16999;17;19;library\classes\rulesets\Amc\library\AbstractAmcReport.php;59;186;ExcessiveMethodLength;Code Size Rules;#NAME?;AbstractAmcReport;;3;The method execute() has 128 lines of code. Current threshold is set to 100. Avoid really long methods.;The method execute() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;4_2_1;2014-12-21;2016-03-24;459;1
8019;openemr;17000;17;0;library\clinical_rules.php;217;318;ExcessiveMethodLength;Code Size Rules;OpenEMR;;test_rules_clinic_batch_method;3;The function test_rules_clinic_batch_method() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The function test_rules_clinic_batch_method() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;;2014-12-21;2019-10-11;1755;0
8020;openemr;17008;17;0;library\options.inc.php;82;197;ExcessiveMethodLength;Code Size Rules;#NAME?;;generate_select_list;3;The function generate_select_list() has 116 lines of code. Current threshold is set to 100. Avoid really long methods.;The function generate_select_list() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;;2014-12-21;2019-10-11;1755;0
8021;openemr;17015;17;0;library\options.inc.php;1985;2235;ExcessiveMethodLength;Code Size Rules;#NAME?;;generate_plaintext_field;3;The function generate_plaintext_field() has 251 lines of code. Current threshold is set to 100. Avoid really long methods.;The function generate_plaintext_field() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0;;2014-12-21;2019-10-11;1755;0
8022;openemr;17032;18;24;library\daysheet.inc.php;62;169;ExcessiveMethodLength;Code Size Rules;OpenEMR;;GenerateTheQueryPart;3;The function GenerateTheQueryPart() has 108 lines of code. Current threshold is set to 100. Avoid really long methods.;The function GenerateTheQueryPart() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_0_3;5_0_1;2015-05-30;2018-04-21;1057;1
8023;openemr;17047;19;0;custom\qrda_category1_functions.php;46;254;ExcessiveMethodLength;Code Size Rules;OpenEMR;;getHeaderQRDA1;3;The function getHeaderQRDA1() has 209 lines of code. Current threshold is set to 100. Avoid really long methods.;The function getHeaderQRDA() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8024;openemr;17049;19;0;custom\qrda_category1_functions.php;867;978;ExcessiveMethodLength;Code Size Rules;OpenEMR;;getMeasureSection;3;The function getMeasureSection() has 112 lines of code. Current threshold is set to 100. Avoid really long methods.;The function getMeasureSection() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8025;openemr;17065;19;32;interface\eRxSOAP.php;591;694;ExcessiveMethodLength;Code Size Rules;OpenEMR\NewCrop;eRxSOAP;;3;The method insertUpdateMedications() has 104 lines of code. Current threshold is set to 100. Avoid really long methods.;The method insertUpdateMedications() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;5_0_2;2016-03-24;2019-08-04;1228;1
8026;openemr;17151;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Controller\CarecoordinationController.php;114;240;ExcessiveMethodLength;Code Size Rules;Carecoordination\Controller;CarecoordinationController;;3;The method importAction() has 127 lines of code. Current threshold is set to 100. Avoid really long methods.;The method importAction() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8027;openemr;17267;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Controller\CarecoordinationController.php;242;368;ExcessiveMethodLength;Code Size Rules;Carecoordination\Controller;CarecoordinationController;;3;The method revandapproveAction() has 127 lines of code. Current threshold is set to 100. Avoid really long methods.;The method revandapproveAction() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8028;openemr;17277;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Controller\CarecoordinationController.php;401;792;ExcessiveMethodLength;Code Size Rules;Carecoordination\Controller;CarecoordinationController;;3;The method getEachCCDAComponentDetailsAction() has 392 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getEachCCDAComponentDetailsAction() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8029;openemr;17297;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Controller\EncounterccdadispatchController.php;63;212;ExcessiveMethodLength;Code Size Rules;Carecoordination\Controller;EncounterccdadispatchController;;3;The method ccdaFetching() has 150 lines of code. Current threshold is set to 100. Avoid really long methods.;The method ccdaFetching() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8030;openemr;17308;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Controller\EncounterccdadispatchController.php;243;371;ExcessiveMethodLength;Code Size Rules;Carecoordination\Controller;EncounterccdadispatchController;;3;The method indexAction() has 129 lines of code. Current threshold is set to 100. Avoid really long methods.;The method indexAction() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8031;openemr;17345;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Form\ModuleconfigForm.php;30;268;ExcessiveMethodLength;Code Size Rules;Carecoordination\Form;ModuleconfigForm;;3;The method __construct() has 239 lines of code. Current threshold is set to 100. Avoid really long methods.;The method __construct() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8032;openemr;17353;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\CarecoordinationTable.php;137;253;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;CarecoordinationTable;;3;The method import() has 117 lines of code. Current threshold is set to 100. Avoid really long methods.;The method import() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8033;openemr;17385;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\CarecoordinationTable.php;1228;1826;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;CarecoordinationTable;;3;The method insertApprovedData() has 599 lines of code. Current threshold is set to 100. Avoid really long methods.;The method insertApprovedData() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8034;openemr;17411;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\CarecoordinationTable.php;1927;2314;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;CarecoordinationTable;;3;The method insert_patient() has 388 lines of code. Current threshold is set to 100. Avoid really long methods.;The method insert_patient() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8035;openemr;17417;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\CarecoordinationTable.php;2350;2539;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;CarecoordinationTable;;3;The method InsertEncounter() has 190 lines of code. Current threshold is set to 100. Avoid really long methods.;The method InsertEncounter() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8036;openemr;17421;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\CarecoordinationTable.php;2541;2690;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;CarecoordinationTable;;3;The method InsertVitals() has 150 lines of code. Current threshold is set to 100. Avoid really long methods.;The method InsertVitals() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8037;openemr;17426;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\CarecoordinationTable.php;2692;2827;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;CarecoordinationTable;;3;The method InsertProcedures() has 136 lines of code. Current threshold is set to 100. Avoid really long methods.;The method InsertProcedures() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8038;openemr;17432;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\CarecoordinationTable.php;2829;3067;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;CarecoordinationTable;;3;The method InsertImmunization() has 239 lines of code. Current threshold is set to 100. Avoid really long methods.;The method InsertImmunization() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8039;openemr;17440;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\CarecoordinationTable.php;3069;3311;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;CarecoordinationTable;;3;The method InsertPrescriptions() has 243 lines of code. Current threshold is set to 100. Avoid really long methods.;The method InsertPrescriptions() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8040;openemr;17445;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\CarecoordinationTable.php;3313;3472;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;CarecoordinationTable;;3;The method InsertAllergies() has 160 lines of code. Current threshold is set to 100. Avoid really long methods.;The method InsertAllergies() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8041;openemr;17452;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\CarecoordinationTable.php;3474;3598;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;CarecoordinationTable;;3;The method InsertMedicalProblem() has 125 lines of code. Current threshold is set to 100. Avoid really long methods.;The method InsertMedicalProblem() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8042;openemr;17466;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\Configuration.php;14;228;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;Configuration;;3;The method __construct() has 215 lines of code. Current threshold is set to 100. Avoid really long methods.;The method __construct() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8043;openemr;17479;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\EncounterccdadispatchTable.php;100;235;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;EncounterccdadispatchTable;;3;The method valid() has 136 lines of code. Current threshold is set to 100. Avoid really long methods.;The method valid() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
8044;openemr;17527;19;0;interface\modules\zend_modules\module\Carecoordination\src\Carecoordination\Model\EncounterccdadispatchTable.php;1753;1876;ExcessiveMethodLength;Code Size Rules;Carecoordination\Model;EncounterccdadispatchTable;;3;The method fetchFormValues() has 124 lines of code. Current threshold is set to 100. Avoid really long methods.;The method fetchFormValues() has  lines of code. Current threshold is set to . Avoid really long methods.;4_2_1;;2016-03-24;2019-10-11;1296;0
